unit_id,grade,subject,canonical_unit_name,term,estimated_hours,learning_objective,key_concepts,previous_learning,next_learning,curriculum_version_source,curriculum_version,status,data_origin
U503,5,国語,物語文の読解(5),1,,視点や構成を意識して読む,視点・伏線,U403,U602,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U504,5,国語,説明文の読解(5),1,,論の進め方や意図を評価する,論理展開,U404,U603,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U505,5,国語,意見文の作成,2,,事実と意見を区別して書く,根拠・構成,,U605,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U506,5,国語,討論の基礎,2,,異なる立場から意見を述べる,討論・説得力,,U606,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U507,5,国語,古典への案内(竹取物語等),2,,古文特有の表現に親しむ,古典文学,U407,U607,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U508,5,国語,情報の扱い(引用),3,,著作権と引用のルールを学ぶ,引用・出典,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U509,5,国語,詩の鑑賞(5),3,,比喩などの表現効果を考える,表現技法,U408,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U510,5,国語,メディアリテラシーの基礎,3,,多様なメディアの特性を知る,メディア,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U511,5,算数,整数と小数の仕組み,1,,10倍・100倍・1/10の位取り,十進構造,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U512,5,算数,体積の単位,1,,立体の体積の公式と計算,立方センチ・公式,U420,U618,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U513,5,算数,比例の基礎,1,,2つの量の比例関係の初期理解,比例,U421,U619,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U514,5,算数,小数のかけ算,1,,乗数が小数の場合の意味と計算,小数乗法,U417,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U515,5,算数,小数のわり算,2,,除数が小数の場合の意味と計算,小数除法,U412,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U516,5,算数,合同な図形,2,,図形の合同条件と作図,合同・対応,,U611,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U517,5,算数,整数の性質(倍数・約数),2,,公倍数・公約数の理解,倍数・約数,,U518,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U518,5,算数,分数のたし算・ひき算(異分母),2,,通分と約分を用いた加減算,通分・約分,U418,U613,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U519,5,算数,平均,2,,ならした大きさの概念,平均値,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U520,5,算数,単位量当たりの大きさ,3,,人口密度や速さの概念,単位量・速さ,,U521,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U521,5,算数,割合,3,,基準量・比較量・割合の関係,割合・百分率,U520,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U522,5,算数,円と正多角形,3,,円周率と円周の長さの計算,円周率,,U617,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U523,5,算数,帯グラフと円グラフ,3,,割合を表すグラフの読み書き,割合のグラフ,U521,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U524,5,算数,角柱と円柱,3,,柱体図形の性質と展開図,立体図形,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U531,5,理科,天気の変化,1,,雲の動きと天気の予測,気象情報・雲画像,U432,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U532,5,理科,植物の発芽と成長,1,,発芽の条件と成長の条件,水・空気・温度・日光,U332,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U533,5,理科,メダカの誕生,1,,卵の発生と成長過程の観察,受精卵・ふ化,,U632,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U534,5,理科,台風と防災,2,,台風の動きと水害への備え,気象災害・防災,U531,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U535,5,理科,花から実へ,2,,受粉と結実の仕組み,おしべ・めしべ・花粉,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U536,5,理科,流れる水のはたらき,2,,浸食・運搬・堆積の作用,川の上流と下流,,U636,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U537,5,理科,振り子の運動,3,,振り子の等時性と周期の条件,周期・長さ,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U538,5,理科,物の溶け方,3,,水溶液の濃度と析出,溶解・飽和,,U637,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U539,5,理科,電磁石の性質,3,,電流と磁力・コイルの性質,電磁石・極,U434,U639,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U541,5,社会,世界の中の国土(地形・気候),1,,日本の位置と地形・気候の特色,緯度経度・気候区分,U441,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U542,5,社会,農業と食料生産,1,,稲作や畜産と食料自給率問題,食料生産・自給率,U344,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U543,5,社会,水産業のさかんな地域,1,,沿岸・沖合・遠洋漁業と養殖,水産業・海流,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U544,5,社会,工業生産,2,,自動車工業等を例に生産の工夫,工業地帯・貿易,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U545,5,社会,情報化社会と産業,3,,メディアの役割と情報の活用,情報通信・ネット,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U546,5,社会,環境を守る取り組み,3,,公害問題と持続可能な社会,SDGs・公害,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U551,5,外国語,名前のつづり・自己紹介,1,,アルファベットで名前を書く,Spelling/Name,U454,U651,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U552,5,外国語,誕生日と月,1,,When is your birthday? を学ぶ,Months/Dates,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U553,5,外国語,教科と時間割,1,,What subject do you like?,Subjects,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U554,5,外国語,できること(Can),2,,I can/can't ~ の表現,Ability,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U555,5,外国語,道案内と場所,2,,Where is ~? と道案内,Directions,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U556,5,外国語,ヒーロー・憧れの人を紹介する,3,,He/She is ~ で人物紹介,Hero/Pronouns,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U601,6,国語,漢字の基礎(6),1,,6年生の配当漢字を習得する,熟語の構成,U501,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U602,6,国語,物語文の読解(6),1,,主題を深く読み取り自分の生き方と結びつける,主題・人物像,U503,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U603,6,国語,説明文の読解(6),1,,筆者の論理展開の意図を評価する,論理の構成,U504,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U604,6,国語,随筆の読解,2,,筆者の見方や感じ方を捉える,随筆・表現,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U605,6,国語,意見文・提案文の作成,2,,説得力のある提案文を書く,提案・根拠,U505,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U606,6,国語,話し合いと合意形成,2,,異なる意見を調整し合意を形成する,合意形成,U506,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U607,6,国語,古典への案内(狂言等),3,,室町時代などの古典文化に親しむ,狂言・古典,U507,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U608,6,国語,情報の扱い(要約),3,,複数の情報を比較し要約する,要約・比較,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U609,6,国語,詩の鑑賞(6),3,,詩のテーマや言葉の深さを味わう,テーマ・主題,U509,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U610,6,国語,卒業スピーチ,3,,将来の夢や感謝の気持ちを伝える,スピーチ・表現,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U611,6,算数,対称な図形,1,,線対称・点対称な図形の性質,対称・図形,U516,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U612,6,算数,文字と式,1,,"未知数を x, y などの文字で表す",代数・方程式の基礎,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U613,6,算数,分数のかけ算,1,,分数×分数などの乗法計算,分数乗法,U518,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U614,6,算数,分数のわり算,1,,分数÷分数などの除法計算,分数除法,U613,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U615,6,算数,比と比の値,2,,等しい比や比の値の概念,比・割合,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U616,6,算数,拡大図と縮図,2,,図形の拡大・縮小の性質と作図,相似・縮尺,U611,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U617,6,算数,円の面積,2,,円の面積の公式と求積,円の面積,U522,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U618,6,算数,立体の体積,2,,角柱や円柱の体積計算,柱体の体積,U512,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U619,6,算数,比例と反比例,3,,比例・反比例の式とグラフ,関数・グラフ,U513,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U620,6,算数,データの活用,3,,ドットプロットや代表値の理解,統計・代表値,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U621,6,算数,量と単位のまとめ,3,,SI単位系やメートル法の総復習,単位換算,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U622,6,算数,算数のまとめ,3,,6年間の算数学習の総復習,総復習,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U631,6,理科,物の燃え方,1,,燃焼に必要な条件と酸素・二酸化炭素,燃焼・気体,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U632,6,理科,人の体のつくりと呼吸・消化,1,,呼吸・消化・血液循環の仕組み,臓器・生命維持,U433,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U633,6,理科,植物の養分と水の通り道,1,,光合成と気孔・道管のはたらき,光合成・蒸散,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U634,6,理科,生き物と環境,2,,食物連鎖と自然界のバランス,食物連鎖・環境保全,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U635,6,理科,月と太陽,2,,月の満ち欠けと太陽との位置関係,満ち欠け・天体,U435,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U636,6,理科,大地のつくりと変化,2,,地層の形成・化石と地震・火山,地層・化石・災害,U536,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U637,6,理科,水溶液の性質,3,,酸性・アルカリ性と金属の変化,水溶液・化学変化,U538,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U638,6,理科,てこのはたらき,3,,支点・力点・作用点と力のモーメント,てこの原理,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U639,6,理科,発電と電気の利用,3,,電気の変換とプログラミング制御,発電・蓄電・変換,U539,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U641,6,社会,日本の政治のしくみ(憲法),1,,日本国憲法の三原則と基本的人権,憲法・主権,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U642,6,社会,国の政治(国会・内閣・裁判所),1,,三権分立と政治の働き,三権分立・選挙,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U643,6,社会,日本の歴史(縄文～室町),2,,狩猟から農耕、貴族と武士の政治,歴史人物・文化,,U644,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U644,6,社会,日本の歴史(戦国～江戸),2,,天下統一と幕府の政治・鎖国,幕府・町人文化,U643,U645,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U645,6,社会,日本の歴史(明治～現代),3,,近代化、戦争と平和、戦後の復興,明治維新・世界大戦,U644,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U646,6,社会,世界の中の日本(国際協力),3,,世界の国々とのつながりと国連,国際交流・国連,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U651,6,外国語,出身地・国の紹介,1,,Where are you from? などの表現,Countries/Origins,U551,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U652,6,外国語,日常生活の紹介(頻度),1,,"always, usuallyなどの頻度表現",Daily life/Adverbs,U456,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U653,6,外国語,夏休みの思い出(過去形),2,,I went to ~ / I enjoyed ~ の過去形表現,Past tense/Vacation,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U654,6,外国語,学校行事の思い出,2,,My best memory is ~ の表現,School events,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U655,6,外国語,将来の夢(職業),3,,What do you want to be? を学ぶ,Jobs/Future,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
U656,6,外国語,中学校での抱負,3,,I want to join the ~ club. の表現,Junior high school,,,令和6年度改訂,小学校学習指導要領（平成29年告示）／令和6年度使用教科書世代,needs_review,Gemini調査結果（要公式確認）
